title,lang,source_name,format,category,cefr_level,license,text
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,These were the men who ran the red light .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,His wife is Vietnamese .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,They were cycling in the mountains .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,They 've just asked her to stay another year .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I have lunch after third period .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,This iPad is as fast as a desktop computer .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It was past twelve when we arrived home .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I find it easy to sleep .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He planned to kill the president .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I wish I could have stayed there forever on that beach .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I could n't do it even if I tried .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Keep your knees up when you jump .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,You may drive my car .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Driving is something I enjoy doing .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"Do your work , or you wo n't get paid ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I wish it could be different .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It 's hard to tell if these are my socks or his .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I always wanted to be an athlete .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She 's changed her major from math to chemistry .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Were there any dresses you wanted to buy ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Carley went shopping for a dress today .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He has a talking dog .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,What 's the date today ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I thought I had to talk to him .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I thought I saw him .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,There is very little traffic on Sundays here .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He ran to the bus stop .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Sugar was bad for Henry .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We always see red fruit in the autumn .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,You can find the contractor in his office .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I 'm looking for a carpenter .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Let 's go for a bike ride .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The divers were protected by a metal cage .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He has done more than anyone else .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I was called twice about it .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Those musicians ' guitars were stolen .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We should ask Amanda how to start a volunteer project .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We went to look for food .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Do you know what to say if you are stopped by the police ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Megan started playing soccer during the summer break .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I do n't often wear ball gowns .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,John did n't know why Amanda was so angry at him .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,John knew they were bad people .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The driver did n't know where to turn .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I ca n't read all of these books .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It is easy to understand people who speak clearly .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,You are as beautiful as ever to me .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She was as helpless as a baby .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It is difficult to talk to her peacefully .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We watch the Olympics on TV .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,That clock is five minutes fast .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I slept while he was gone .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He was as old as my father .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Many Russians died in WWII .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"Could you get my waiter , please ?"
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"Fortunately , salad was Gina 's favorite food ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,There is a photographer 's studio over there .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I buy my bread from a local baker .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,They must be exhausted after their three month journey in Africa .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She is jealous of your dog .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I think that one is his .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Do n't go swimming over there .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"If you wanted to talk to someone , who would you call ?"
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,You must feel very sick .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,My mother calls every weekend .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Is there any of the vegetable spaghetti left from last night 's dinner ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Spotlight is a movie about some Boston reporters .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I made dinner while you were napping .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I will come with you to make sure you are okay .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The temperature dropped as low as minus 20 .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I did n't tell her to go .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We have to change planes in New York .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,They were all required to wear suits .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We rushed to the place where we last saw her .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She is usually understanding .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It was the teacher who wrote that .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I wish I could be more like you .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I met someone who is also from Vancouver .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I hate Monday morning .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She keeps the key in a flower pot by the door .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,They stood watching us from the window .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The doctor asked if he had come to yet .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,When was the last time you saw yours ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Her son became a dentist .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She 's inviting all her friends to the picnic .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It is close to the station but far from home .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He needs to make it clear .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He said he had to come .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I wish I knew who broke in to our house .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"I wish I could tell you who was responsible , but we may never know ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He walked around the garden .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She does n't want this one .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I do n't know where I 'm going .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I did n't know where you went .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We saw a brown mouse run across the road .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,You have nothing left .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Many things were broken .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Did you brush your teeth ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Have you changed your hairstyle ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I have n't changed anything .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I am very content with life and every day is filled with laughter .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I 've never seen a movie about frogs .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Are you on the field hockey team ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Can anyone lend me a pencil ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He failed the test to become a firefighter .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Not all people like to have their pictures taken .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The dog learned to sit .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We can watch the planes from here .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Everyone looked for the missing boys .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Who is the Israeli prime minister now ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We hired a new gardener .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He fell on his knees .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I said this movie must be good .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"We were very close to going to France , but the flight was canceled ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,That was the day when we saw it .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I 've spoken with all the parents except for his .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I do n't like wearing skirts during winter .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I shop where I see happy employees .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Have you lost your mind ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Have you made up your mind ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I wonder why people still die of curable diseases .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He is the man whose daughter is missing .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,These sneakers are so soft I could wear them to sleep in .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Did you get what you wanted ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He did n't know how he should state that .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,They 'd be angry if she had gone too .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She said she has not seen anyone all night .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Nothing is as good as my mother 's homemade seafood pasta .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Not all adults are always correct in what they do or say .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,This will help them to improve .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Mayweather is the current heavy weight champion .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He recently started boxing .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,My flight leaves at two o'clock .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Latin is a dead language .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We waited a long time for her arrival .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,They wish they could be happy .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I am a high- level manager in a small company .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,A man dressed as a policeman was asking questions .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It 's easy to buy silk in Asia .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I love my cashmere sweater !
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I told her to call me if there was any news on his condition .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The park near our house reminds me of our first date .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The Seto Ohashi Bridge was built in the 1980s .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Were there dogs at the park ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The teacher loves picking on me .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The highway is faster .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,This is an area where most people drive rather than walk .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I was excited because Stella and I had 500 dollars to share between the two of us .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I have been ill since morning .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It was that time when you got sick .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Is the dog safe to pet ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Do you know what the kids ate for dinner last night ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"If they had gone north , we could have followed them ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,There is no more water .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Is there enough water ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Her smile told me everything I needed to know .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We are against elephant hunting .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The doors must be locked by midnight .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,There were many rabbits at the petting zoo .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We have been to England as well as to France .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"Since she was n't feeling well today , she was working badly ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Please ask your father to call me .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Was there a man or a woman in the car ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Is there a problem ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,There 's not enough salt .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She does n't know what she is doing .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Who wants to lead the way ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"If I found myself in a new city , I 'd take a tour ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Freestyle snowboarding is now an Olympic sport .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Your mother told me all about your new job when I called last night .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She sat at the table in front of ours .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She put jam on her toast .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The plastic chair is broken .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She gave him a new cup .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He has already opened all his birthday gifts .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Look at that shooting star !
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I do n't know why he dislikes me .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I 'd like you to meet my parents .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I wish she could have forgiven him .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"If he was a few years older , he could join ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"If it were me , I 'd join ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Can you keep a secret ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I felt sad after watching that movie .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We had lobster for Jake 's birthday dinner .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,There is a hole in my sneakers .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,There were leaves in her hair .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Stadium food is expensive .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She was the woman whose name was forgotten .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She went looking for her dog .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Have you just arrived ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She 's just sent me a letter .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"If he went on Saturday , there might be less traffic ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"If he were my father , I 'd write him ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,My grandson visits often .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It is close to our house .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He never listens to what I say .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It will start getting chilly in Tokyo soon .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It 's too windy to sit outside .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It is difficult to see you in pain .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Liz got up quietly .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Were there people at the concert ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Do you know what book he was reading ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I lost my gold ring .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Have you been studying French ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,That parking lot is full .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,My car was damaged in that parking lot .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,There are plans to build a new library at my school .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Have you already had your lunch ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Every day he tells his wife not to worry but I know she does .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Jill was always excited to eat melons .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I need a place to put my bag .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,This is my bag .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Louis finds fashion interesting .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He has already left for his class .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Gloria always wore very big earrings .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Jack kept a white mouse as a pet .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We did n't want to wake the sleeping girls .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She started counting sheep so she could sleep .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,None of them were confident they would win .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I wish they would stop knocking on my door .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Turkey sandwich was her favorite .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Have you been staying up late ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I do n't know how he did it .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He does n't know how to do it .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I ca n't wait for the day when we have flying cars .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,There were not many swimmers in the water .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"If we were all alike , life would be boring ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,All the dishes were broken in the earthquake .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It 's too hot to sleep .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,You must not get too close to the fire .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I wish she could have seen it .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"We were planning to go together , but she got sick ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She often wore her pajamas until noon .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Where are the kids ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He never talks about his ex-wife .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The teacher asked him to close the windows .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Mother was happy to finally get a new dog after Daisy died .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Does it snow here ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He felt his chest tighten .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,That was the moment when they sang .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Few people liked her .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It 's football season in America .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,All of you should leave .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Please return my book as soon as possible .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Have you met our brother ?
